991

1193 209 65 4
1179 343 89 4
1128 72 67 4
1082 323 66 4
994 329 34 3
967 197 42 4
918 28 114 4
890 210 101 4
845 26 46 4
782 164 59 3
752 275 71 4
739 73 83 4
680 17 63 4
674 258 43 3
673 301 35 3
648 276 52 3
635 220 73 4
596 38 46 4
589 309 73 4
548 278 83 4
507 168 68 4
472 471 41 3
470 412 51 4
467 142 20 2
459 304 30 3
423 272 14 1
392 237 36 3
391 50 12 1
306 227 25 2
287 405 62 4
205 131 88 4
155 387 66 4
118 93 30 4
61 424 73 4
24 452 24 2
20 125 18 2
6 365 69 4
1193 184 6 38 4
1179 887 13 18 4
1179 357 67 18 4
1136 884 104 28 1
1128 1077 215 29 4
1128 344 150 27 4
1096 624 368 17 3
1096 248 324 47 3
1096 102 344 10 3
1082 783 34 46 4
1075 1098 177 40 4
1075 1097 128 9 4
1073 1086 96 38 4
1005 1007 385 7 4
994 339 453 12 3
994 114 313 16 3
979 1127 226 38 1
967 362 408 13 4
967 305 81 40 4
945 969 296 31 4
925 931 384 24 4
925 930 57 12 4
925 928 99 14 4
890 937 178 13 4
890 812 349 11 4
880 888 366 31 4
880 887 13 4 4
880 886 290 40 4
880 885 390 23 4
856 643 380 18 0
845 1170 442 23 4
845 1045 56 9 4
818 837 225 25 4
818 836 386 3 4
818 833 357 3 4
802 812 349 14 4
798 694 394 22 1
782 1175 170 20 3
752 278 231 36 4
739 17 311 17 4
680 788 199 24 4
674 167 318 21 3
673 1065 222 26 3
656 684 116 17 4
656 682 467 7 4
656 678 454 26 4
656 676 156 15 4
656 675 265 23 4
650 663 77 35 4
650 659 479 21 4
650 657 46 13 4
648 950 158 11 3
635 194 228 26 4
627 640 1 18 4
627 639 118 9 4
596 874 289 30 4
589 126 333 15 4
559 225 477 1 1
559 201 173 27 1
555 558 434 18 4
555 557 364 6 4
548 1187 47 28 4
548 344 150 14 4
507 19 415 31 4
477 495 274 23 1
475 476 54 6 4
472 1014 417 29 3
472 208 238 18 3
472 121 321 5 3
470 1003 122 25 4
470 212 108 18 4
467 90 127 33 2
459 571 64 30 3
459 558 434 17 3
432 443 269 12 4
430 438 152 25 4
430 437 45 6 4
430 436 355 12 4
430 435 161 1 4
430 434 403 23 4
423 715 98 8 1
400 409 9 24 4
400 407 203 29 4
400 406 259 27 4
392 1190 65 43 3
392 18 4 10 3
391 1143 341 30 1
367 379 441 8 4
367 378 114 9 4
367 376 18 10 4
367 375 180 34 4
367 374 43 18 4
330 333 179 30 4
330 332 451 2 4
325 328 449 5 4
306 445 281 13 2
297 311 187 26 4
297 309 214 11 4
297 307 437 15 4
255 266 252 40 4
255 265 371 8 4
255 264 438 45 4
221 251 91 41 4
221 250 60 6 4
221 249 85 29 4
205 384 189 22 4
198 214 352 40 4
198 213 235 2 4
198 210 90 16 4
197 207 376 13 4
197 206 84 40 4
161 170 396 14 4
155 834 32 25 4
155 466 422 15 4
135 159 468 17 4
135 157 151 8 4
135 154 147 8 4
127 84 53 48 1
118 442 325 37 4
111 121 321 11 4
96 105 110 6 4
96 104 233 21 4
96 103 294 7 4
96 102 344 36 4
65 67 476 33 4
65 66 186 14 4
61 77 264 25 4
28 44 406 34 4
28 43 204 18 4
27 39 100 2 4
26 37 345 19 4
26 34 138 37 4
24 124 400 24 2
20 270 308 40 2
12 23 306 23 4
12 21 133 31 4
6 1146 330 13 4
6 293 83 5 4
5 959 185 33 1
1 8 423 34 4
1193 1162 1195 35 4 4
1193 1162 1194 87 6 4
1193 1162 1191 459 12 4
1136 1131 1138 182 5 1
1128 1077 78 373 2 4
1075 1095 291 282 8 4
1075 1074 1092 263 1 4
1075 1016 1030 70 3 4
1075 1016 1029 40 30 4
1075 713 729 292 13 4
1075 405 428 315 4 4
1075 405 427 287 3 4
1075 405 426 363 6 4
1075 218 240 356 8 4
1073 1074 1092 263 6 4
1073 1074 1090 256 8 4
1073 1074 1088 12 3 4
1073 532 544 435 20 4
1073 218 240 356 5 4
1073 218 239 410 13 4
1005 1017 1032 271 2 4
1005 1013 1174 120 4 4
1005 1009 982 319 25 4
1005 926 937 178 3 4
1005 737 748 75 29 4
1005 491 501 202 13 4
1005 491 498 362 3 4
1005 337 352 402 5 4
1005 337 349 285 15 4
994 973 993 284 1 3
979 970 981 86 2 1
967 362 443 269 13 4
945 1102 1113 427 8 4
945 969 862 351 4 4
945 966 912 190 11 4
945 944 964 69 11 4
945 736 741 433 8 4
945 645 646 440 13 4
945 402 418 62 7 4
927 970 981 86 8 4
927 970 980 372 17 4
927 970 978 148 9 4
927 285 291 282 16 4
927 190 191 224 4 4
927 134 153 153 25 4
925 1159 1184 167 7 4
925 932 960 89 10 4
925 931 992 48 2 4
925 931 152 261 6 4
925 929 897 381 13 4
925 530 538 195 10 4
918 462 419 30 11 4
901 911 982 319 2 4
901 761 771 129 3 4
901 510 519 101 5 4
901 510 517 80 26 4
901 510 516 469 1 4
901 510 515 154 8 4
901 320 323 444 11 4
901 320 321 436 13 4
901 0 4 31 1 4
883 972 991 298 8 4
883 899 1121 119 9 4
883 817 832 126 5 4
883 817 830 327 10 4
883 534 554 107 24 4
883 286 293 83 21 4
883 95 101 420 27 4
880 763 781 458 7 4
880 560 574 172 10 4
880 560 569 8 2 4
880 491 498 362 4 4
880 491 497 336 4 4
856 850 860 300 1 0
853 855 878 288 19 4
853 855 877 360 8 4
853 850 860 300 15 4
853 850 858 66 2 4
853 850 857 370 9 4
853 800 805 216 23 4
853 258 276 176 1 4
845 840 846 374 12 4
845 840 843 146 11 4
818 838 348 347 32 4
818 835 848 283 13 4
818 815 823 431 7 4
818 452 463 44 15 4
818 296 304 432 1 4
802 1020 1046 193 2 4
802 841 849 257 3 4
802 841 848 283 3 4
802 814 727 105 11 4
802 814 611 97 1 4
802 800 803 160 28 4
802 134 153 153 13 4
802 134 152 261 13 4
801 1100 1107 68 9 4
801 944 964 69 5 4
801 356 363 430 1 4
801 356 361 23 26 4
801 356 360 340 15 4
801 164 182 346 3 4
801 164 181 145 8 4
801 164 180 414 7 4
801 164 179 103 1 4
801 45 53 171 21 4
787 1133 1147 59 13 4
787 1133 1143 341 7 4
787 1133 1142 194 24 4
787 1015 1025 19 17 4
787 785 790 445 22 4
787 298 316 49 7 4
787 215 226 303 29 4
787 215 225 477 6 4
782 764 784 130 9 3
762 1159 1184 167 6 4
762 1159 1182 188 15 4
762 1159 1181 266 18 4
762 940 949 191 33 4
762 940 948 446 1 4
762 600 603 399 15 4
762 600 602 159 3 4
762 165 189 95 6 4
762 165 188 106 24 4
752 750 754 165 4 4
751 902 915 299 6 4
751 902 912 190 12 4
751 758 1032 271 14 4
751 600 602 159 1 4
751 480 482 354 24 4
685 736 741 433 5 4
685 688 704 247 22 4
685 686 697 397 14 4
685 686 693 260 10 4
685 338 353 286 16 4
656 678 497 336 7 4
656 652 667 181 27 4
656 652 666 22 3 4
651 971 986 141 5 4
651 971 983 39 10 4
651 971 982 319 13 4
651 664 53 171 30 4
651 652 666 22 7 4
651 403 419 30 5 4
651 286 293 83 4 4
650 662 213 235 29 4
650 653 668 335 14 4
650 566 594 41 4 4
635 626 638 78 4 4
635 626 636 326 13 4
635 626 633 206 8 4
627 1133 1142 194 1 4
627 1015 1022 255 29 4
627 763 781 458 7 4
627 763 777 21 16 4
627 763 774 139 5 4
627 687 703 14 13 4
627 687 701 462 6 4
627 640 937 178 3 4
627 625 631 248 1 4
627 491 497 336 17 4
606 617 389 71 32 4
606 615 291 282 8 4
606 607 619 169 28 4
606 605 611 97 12 4
606 600 602 159 9 4
606 132 147 377 12 4
606 132 146 369 18 4
596 567 598 36 8 4
596 567 595 208 26 4
564 562 583 348 13 4
564 534 554 107 4 4
564 534 551 219 9 4
564 454 471 254 7 4
563 786 797 447 14 4
563 786 796 205 15 4
563 585 521 407 23 4
563 566 594 41 11 4
555 1052 1063 416 11 4
555 1019 1041 328 13 4
555 1019 1038 473 6 4
555 1019 1037 166 3 4
555 1006 1014 417 7 4
555 943 962 243 11 4
555 942 961 474 4 4
555 686 693 260 4 4
555 299 318 149 7 4
555 259 278 231 4 4
513 527 153 153 16 4
513 512 525 244 15 4
513 512 524 63 12 4
513 512 521 407 6 4
513 452 463 44 7 4
513 259 278 231 13 4
513 165 188 106 2 4
513 165 186 55 18 4
511 904 924 140 1 4
511 904 921 11 13 4
511 531 541 268 28 4
511 531 539 61 5 4
511 512 521 407 2 4
507 1058 58 398 1 4
507 429 397 277 25 4
481 926 937 178 12 4
481 713 729 292 8 4
481 489 461 270 12 4
481 298 316 49 2 4
481 160 168 5 3 4
481 160 166 121 13 4
481 97 109 393 1 4
481 73 92 221 16 4
481 73 91 102 1 4
481 73 90 127 9 4
481 71 86 7 27 4
481 71 85 135 4 4
475 1155 1168 37 22 4
475 737 748 75 13 4
475 737 747 74 15 4
475 628 641 317 1 4
475 479 328 449 16 4
472 454 471 254 4 3
470 453 468 236 15 4
459 451 461 270 9 3
432 1070 1081 239 5 4
432 1070 1080 375 1 4
432 1070 1079 425 23 4
432 560 569 8 15 4
432 560 568 312 20 4
432 95 101 420 4 4
432 95 100 279 15 4
432 48 64 307 27 4
432 48 62 16 2 4
430 1134 1150 466 9 4
430 1134 1149 223 4 4
430 1134 1148 267 32 4
430 1015 1022 255 2 4
430 534 551 219 9 4
430 162 173 242 2 4
400 689 709 162 3 4
400 409 746 395 18 4
400 405 426 363 5 4
400 402 418 62 4 4
400 401 417 353 15 4
383 926 937 178 10 4
383 926 935 383 10 4
383 926 934 175 4 4
383 761 771 129 21 4
383 689 709 162 3 4
383 562 583 348 6 4
383 562 582 350 1 4
383 450 456 184 25 4
383 450 455 411 7 4
383 380 389 71 17 4
381 1050 1056 143 16 4
381 1050 1055 196 7 4
381 1050 1054 58 2 4
381 1018 1036 115 27 4
381 736 741 433 12 4
381 393 1112 144 2 4
381 382 397 277 1 4
381 382 396 378 11 4
381 299 318 149 1 4
381 11 19 415 7 4
367 1163 1199 322 24 4
367 493 509 24 2 4
367 377 1037 166 4 4
367 377 550 245 2 4
366 626 633 206 5 4
366 165 186 55 5 4
366 165 184 6 13 4
366 163 176 426 11 4
330 1158 1178 123 5 4
330 944 964 69 2 4
330 737 747 74 23 4
330 217 238 82 15 4
330 45 53 171 13 4
330 10 13 201 16 4
325 1162 1191 459 10 4
325 1101 1112 144 10 4
325 1101 1110 251 9 4
325 1101 1108 338 8 4
325 816 829 33 9 4
325 816 828 478 17 4
325 816 827 183 18 4
325 608 624 368 4 4
325 433 449 450 6 4
325 433 447 470 9 4
325 256 269 76 6 4
325 72 87 42 14 4
306 296 304 432 23 2
297 1163 1199 322 3 4
297 976 1004 455 5 4
297 312 1032 271 4 4
